time,speed_ms,dir_from_deg,u,v
2019-05-13 05:54:00,3.4,38.0,-2.093249016107238,-2.679236562262855
2019-05-13 06:00:00,3.9,43.0,-2.6597936042437436,-2.852279436314765
2019-05-13 06:06:00,5.0,44.0,-3.4732918522949863,-3.5966990016932554
2019-05-13 06:12:00,4.1,41.0,-2.6898420188610785,-3.0943092789133653
2019-05-13 06:18:00,3.8,34.0,-2.1249330331888374,-3.1503427757091584
2019-05-13 06:24:00,4.6,47.0,-3.364227027448184,-3.1371924562874933
2019-05-13 06:30:00,4.1,40.0,-2.6354291997148107,-3.1407822167878097
2019-05-13 06:36:00,3.7,37.0,-2.2267155856625793,-2.9549513871749835
2019-05-13 06:42:00,4.1,35.0,-2.351663389039289,-3.3585233815848663
2019-05-13 06:48:00,4.3,37.0,-2.5878045995538077,-3.434132693203359
2019-05-13 06:54:00,5.1,49.0,-3.849018859136137,-3.3459010478515867
2019-05-13 07:00:00,5.6,48.0,-4.161611022673408,-3.747131395609605
2019-05-13 07:06:00,5.8,47.0,-4.241851469391189,-3.9555904883624917
2019-05-13 07:12:00,5.7,52.0,-4.491661295558316,-3.509270409356251
2019-05-13 07:18:00,5.8,53.0,-4.632085958274298,-3.49052713428188
2019-05-13 07:24:00,6.3,49.0,-4.754670355403464,-4.1331718826401955
2019-05-13 07:30:00,6.0,49.0,-4.528257481336632,-3.9363541739430437
2019-05-13 07:36:00,6.2,51.0,-4.818304961033218,-3.9017864245089946
2019-05-13 07:42:00,6.4,54.0,-5.1777087639996635,-3.761825614671829
2019-05-13 07:48:00,6.9,58.0,-5.851531863479339,-3.6564429232091147
2019-05-13 07:54:00,6.7,56.0,-5.55455173611878,-3.746592453254002
2019-05-13 08:00:00,6.4,52.0,-5.043268823083022,-3.940233442084212
2019-05-13 08:06:00,6.9,59.0,-5.914454374844574,-3.5537627168793753
2019-05-13 08:12:00,6.7,54.0,-5.420413862312147,-3.938161190359571
2019-05-13 08:18:00,6.4,53.0,-5.111267264302675,-3.8516161481731093
2019-05-13 08:24:00,6.3,55.0,-5.160657879020647,-3.6135315490115922
2019-05-13 08:30:00,5.7,51.0,-4.429731980304733,-3.5871262289840757
2019-05-13 08:36:00,6.2,57.0,-5.19975752126163,-3.376762017093167
2019-05-13 08:42:00,6.1,60.0,-5.2827549630850745,-3.0500000000000025
2019-05-13 08:48:00,5.8,56.0,-4.808417920819243,-3.24331884013033
2019-05-13 08:54:00,6.3,67.0,-5.7991805767503735,-2.461606109482425
2019-05-13 09:00:00,5.7,61.0,-4.985332330694557,-2.76341483540412
2019-05-13 09:06:00,6.2,66.0,-5.663981837384126,-2.5217671870699605
2019-05-13 09:12:00,6.1,59.0,-5.228720534282884,-3.1417322569513315
2019-05-13 09:18:00,5.8,66.0,-5.2985636543270855,-2.3590725298396404
2019-05-13 09:24:00,5.6,71.0,-5.294904023356174,-1.8231816649600772
2019-05-13 09:30:00,5.8,70.0,-5.450217200558269,-1.9837168312888775
2019-05-13 09:36:00,5.9,73.0,-5.642198060181909,-1.724993057864149
2019-05-13 09:42:00,5.7,72.0,-5.421022142882375,-1.7613968679372012
2019-05-13 09:48:00,6.1,75.0,-5.892147540363316,-1.5787961751253758
2019-05-13 09:54:00,6.1,68.0,-5.655821512857402,-2.285100219837065
2019-05-13 10:00:00,5.8,72.0,-5.51612779451189,-1.7922985673746958
2019-05-13 10:06:00,6.3,78.0,-6.162329884622975,-1.3098436521518866
2019-05-13 10:12:00,6.3,69.0,-5.88155668693237,-2.2577180821353946
2019-05-13 10:18:00,6.5,67.0,-5.983281547440861,-2.53975233518028
2019-05-13 10:24:00,6.5,70.0,-6.108002035108405,-2.2231309316168457
2019-05-13 10:30:00,6.2,72.0,-5.896550401029952,-1.915905365124675
2019-05-13 10:36:00,5.8,66.0,-5.2985636543270855,-2.3590725298396404
2019-05-13 10:42:00,6.1,70.0,-5.732124986794041,-2.086322874286578
2019-05-13 10:48:00,5.4,71.0,-5.1058003082363115,-1.758068034068646
2019-05-13 10:54:00,5.6,70.0,-5.2622786764010865,-1.9153128026237438
2019-05-13 11:00:00,5.8,58.0,-4.918678957707271,-3.073531732552589
2019-05-13 11:06:00,5.7,60.0,-4.936344801571299,-2.8500000000000028
2019-05-13 11:12:00,6.1,63.0,-5.435139797549043,-2.769342048411236
2019-05-13 11:18:00,5.7,64.0,-5.123126063905251,-2.4987155366977434
2019-05-13 11:24:00,5.4,70.0,-5.074340152243906,-1.8469087739586103
2019-05-13 11:30:00,5.5,65.0,-4.984692828701576,-2.3244004395738456
2019-05-13 11:36:00,5.7,65.0,-5.165954386108906,-2.4089240919219854
2019-05-13 11:42:00,5.7,59.0,-4.885853614002039,-2.93571702698731
2019-05-13 11:48:00,6.5,60.0,-5.62916512459885,-3.2500000000000027
2019-05-13 11:54:00,7.2,58.0,-6.105946292326267,-3.815418702479076
2019-05-13 12:00:00,6.9,56.0,-5.720359250629789,-3.8584310339481513
2019-05-13 12:06:00,6.5,54.0,-5.258610463437158,-3.820604139901076
2019-05-13 12:12:00,6.3,55.0,-5.160657879020647,-3.6135315490115922
2019-05-13 12:18:00,7.1,57.0,-5.954561032412511,-3.8669371486066915
2019-05-13 12:24:00,6.1,60.0,-5.2827549630850745,-3.0500000000000025
2019-05-13 12:30:00,5.6,70.0,-5.2622786764010865,-1.9153128026237438
2019-05-13 12:36:00,5.3,63.0,-4.722334578198349,-2.4061496486195986
2019-05-13 12:42:00,4.8,73.0,-4.59026282862257,-1.403384182669138
2019-05-13 12:48:00,4.7,78.0,-4.597293723448886,-0.977184946843471
2019-05-13 12:54:00,4.9,82.0,-4.8523135368336945,-0.6819481947043226
2019-05-13 13:00:00,4.1,90.0,-4.1,-7.531577814756221e-16
2019-05-13 13:06:00,4.3,83.0,-4.267948452057685,-0.5240381766421328
2019-05-13 13:12:00,4.6,83.0,-4.565712297550081,-0.5605989796636769
2019-05-13 13:18:00,4.5,80.0,-4.431634888554936,-0.7814167995011865
2019-05-13 13:24:00,3.9,73.0,-3.7295885482558377,-1.1402496484186746
2019-05-13 13:30:00,4.7,73.0,-4.494632353026266,-1.3741470121968644
2019-05-13 13:36:00,5.5,67.0,-5.062776693988422,-2.149021206691006
2019-05-13 13:42:00,4.9,77.0,-4.774413317447652,-1.1022601662849398
2019-05-13 13:48:00,5.6,64.0,-5.033246659275334,-2.4548784220188353
2019-05-13 13:54:00,5.8,70.0,-5.450217200558269,-1.9837168312888775
2019-05-13 14:00:00,5.4,70.0,-5.074340152243906,-1.8469087739586103
2019-05-13 14:06:00,4.8,72.0,-4.565071278216736,-1.4832815729997482
2019-05-13 14:12:00,4.5,68.0,-4.172327345550543,-1.6857296703716054
2019-05-13 14:18:00,4.8,76.0,-4.657419486124783,-1.1612250988784054
2019-05-13 14:24:00,4.3,63.0,-3.8313280540099814,-1.9521591488800516
2019-05-13 14:30:00,4.3,69.0,-4.014395833937967,-1.540982183044793
2019-05-13 14:36:00,3.7,73.0,-3.538327597063231,-1.0817753074741274
2019-05-13 14:42:00,4.1,77.0,-3.994917265619464,-0.9222993228098475
2019-05-13 14:48:00,3.7,87.0,-3.6949292785919234,-0.19364303809889394
2019-05-13 14:54:00,3.6,81.0,-3.5556780261424956,-0.5631640741448317
