time,speed_ms,dir_to_deg,u,v
2019-05-11 02:01:00,0.774,138,0.5179070893217563,-0.5751940949195031
2019-05-11 02:07:00,0.6990000000000001,132,0.5194582330086986,-0.46772229384484193
2019-05-11 02:13:00,0.725,132,0.5387799984711108,-0.4851196896101722
2019-05-11 02:19:00,0.8170000000000001,136,0.5675358886650007,-0.5877006168766782
2019-05-11 02:25:00,0.703,136,0.48834483443267496,-0.5056958796380718
2019-05-11 02:31:00,0.706,128,0.5563355920463458,-0.4346570015799147
2019-05-11 02:37:00,0.7509999999999999,130,0.5752993767823524,-0.482733494874591
2019-05-11 02:43:00,0.773,130,0.59215235453097,-0.4968748222876949
2019-05-11 02:49:00,0.785,135,0.5550788232314399,-0.5550788232314398
2019-05-11 02:55:00,0.674,130,0.5163139546621912,-0.43323884892872755
2019-05-11 03:01:00,0.7829999999999999,132,0.5818823983487996,-0.5239292647789859
2019-05-11 03:07:00,0.7879999999999999,128,0.6209524738420968,-0.48514124255661867
2019-05-11 03:13:00,0.6759999999999999,129,0.5253506699449123,-0.42542058434968993
2019-05-11 03:19:00,0.7879999999999999,129,0.6123910176280931,-0.49590446814727174
2019-05-11 03:25:00,0.7020000000000001,134,0.5049765398377332,-0.4876501760622162
2019-05-11 03:31:00,0.67,129,0.5206877941761706,-0.421644662003391
2019-05-11 03:37:00,0.62,130,0.4749475547337664,-0.3985283180056544
2019-05-11 03:43:00,0.633,127,0.5055362778599363,-0.38094890965524664
2019-05-11 03:49:00,0.7090000000000001,130,0.5431255101713555,-0.45573641526775643
2019-05-11 03:55:00,0.624,123,0.5233304343979446,-0.3398547578493769
2019-05-11 04:01:00,0.7020000000000001,126,0.5679299300512132,-0.4126252471093161
2019-05-11 04:07:00,0.735,133,0.5375449706900903,-0.5012687946459363
2019-05-11 04:13:00,0.569,133,0.416140256221308,-0.3880570668755615
2019-05-11 04:19:00,0.6829999999999999,123,0.5728119979067245,-0.37198846091526344
2019-05-11 04:25:00,0.753,133,0.5507093373192354,-0.5135447651270613
2019-05-11 04:31:00,0.5479999999999999,132,0.407243364361612,-0.36668357228465426
2019-05-11 04:37:00,0.7120000000000001,124,0.5902747516591897,-0.3981453472711717
2019-05-11 04:43:00,0.708,130,0.5423594657282365,-0.4550936276580698
2019-05-11 04:49:00,0.633,132,0.47041067452719054,-0.42355967382515725
2019-05-11 04:55:00,0.607,132,0.4510889090647783,-0.40616227805982696
2019-05-11 05:01:00,0.657,135,0.46456915523956177,-0.4645691552395617
2019-05-11 05:07:00,0.6409999999999999,138,0.42891271867602815,-0.47635583313100954
2019-05-11 05:13:00,0.47,146,0.26282066463125103,-0.3896476591008695
2019-05-11 05:19:00,0.359,126,0.2904371009806061,-0.21101490557299782
2019-05-11 05:25:00,0.589,118,0.5200561321939079,-0.27651875048088975
2019-05-11 05:31:00,0.701,126,0.5671209130568381,-0.41203746185702356
2019-05-11 05:37:00,0.563,129,0.43753317630027466,-0.35430738016105834
2019-05-11 05:43:00,0.634,132,0.471153819352668,-0.4242288044315161
2019-05-11 05:49:00,0.5760000000000001,135,0.40729350596345143,-0.4072935059634514
2019-05-11 05:55:00,0.391,141,0.24606427290048644,-0.30386407092967566
2019-05-11 06:01:00,0.516,118,0.4556009579152063,-0.24224732639751972
2019-05-11 06:07:00,0.7020000000000001,123,0.5887467386976878,-0.382336602580549
2019-05-11 06:13:00,0.626,131,0.47244819721945536,-0.4106929521480575
2019-05-11 06:19:00,0.502,132,0.3730587023896519,-0.33590356439214686
2019-05-11 06:25:00,0.556,125,0.45544853662467943,-0.3189084986111817
2019-05-11 06:31:00,0.611,125,0.500501899060574,-0.3504552026104892
2019-05-11 06:37:00,0.62,131,0.46791993973811874,-0.40675659797411445
2019-05-11 06:43:00,0.51,131,0.3849018859136138,-0.33459010478515866
2019-05-11 06:49:00,0.516,131,0.3894301433949504,-0.3385264589591017
2019-05-11 06:55:00,0.5539999999999999,131,0.41810910744341573,-0.36345670206074093
2019-05-11 07:01:00,0.589,135,0.4164858941188765,-0.41648589411887643
2019-05-11 07:07:00,0.555,138,0.3713674865291664,-0.4124453781399538
2019-05-11 07:13:00,0.5379999999999999,141,0.3385743703848125,-0.4181045272638503
2019-05-11 07:19:00,0.406,141,0.255504078766234,-0.3155212603515302
2019-05-11 07:25:00,0.275,113,0.2531388346994211,-0.1074510603345503
2019-05-11 07:31:00,0.603,122,0.5113730019823249,-0.3195413163326225
2019-05-11 07:37:00,0.63,125,0.5160657879020648,-0.3613531549011591
2019-05-11 07:43:00,0.536,127,0.4280686333853489,-0.32257285240949796
2019-05-11 07:49:00,0.542,129,0.4212131111096783,-0.3410916519490118
2019-05-11 07:55:00,0.516,130,0.3952789326493927,-0.3316784065982543
2019-05-11 08:01:00,0.474,129,0.36836718573060423,-0.29829786535762287
2019-05-11 08:07:00,0.535,132,0.39758248163040594,-0.3579848744019892
2019-05-11 08:13:00,0.507,132,0.3767744265170389,-0.33924921742394115
2019-05-11 08:19:00,0.563,139,0.36936123332165555,-0.4249014936654206
2019-05-11 08:25:00,0.484,140,0.3111092030882851,-0.3707655104695853
2019-05-11 08:31:00,0.349,125,0.2858840634568581,-0.2001781762865151
2019-05-11 08:37:00,0.44799999999999995,118,0.3955605216007992,-0.21032326012807911
2019-05-11 08:43:00,0.606,121,0.5194433842254801,-0.3121130733954929
2019-05-11 08:49:00,0.5920000000000001,125,0.48493801021908317,-0.33955725031981937
2019-05-11 08:55:00,0.5429999999999999,126,0.4392962279455964,-0.3191673919948128
2019-05-11 09:01:00,0.521,126,0.42149785406934764,-0.3062361164443785
2019-05-11 09:07:00,0.467,128,0.3680010219343392,-0.28751390897708246
2019-05-11 09:13:00,0.498,126,0.40289046319872385,-0.29271705564165157
2019-05-11 09:19:00,0.462,129,0.3590414341931206,-0.29074602066502486
2019-05-11 09:25:00,0.513,130,0.3929807993200357,-0.3297500437691947
2019-05-11 09:31:00,0.509,135,0.3599173516239527,-0.35991735162395266
2019-05-11 09:37:00,0.585,143,0.35206178854394815,-0.46720177337766633
2019-05-11 09:43:00,0.313,122,0.26543905409696134,-0.1658647297049931
2019-05-11 09:49:00,0.6,122,0.5088288576938557,-0.31795155853992285
2019-05-11 09:55:00,0.674,124,0.5587713239020982,-0.37689601693928326
2019-05-11 10:01:00,0.57,127,0.45522224072695683,-0.34303456319666753
2019-05-11 10:07:00,0.5720000000000001,128,0.45074215106304505,-0.3521583638862766
2019-05-11 10:13:00,0.5660000000000001,129,0.4398646141846456,-0.35619534133420794
