MMSI,name,imo,callsign,vessel_type,length_m,width_m,n_fixes,t_first,t_last,sog_max,sog_mean,type_label
367415180,BUD SONIER,,WDE9248,31.0,21.0,9.0,3682,2019-05-08 23:22:28,2019-05-12 23:18:56,7.6,0.4026615969581749,tug/towing
367419290,CAPT BOB,,WDE9616,90.0,12.0,4.0,11,2019-05-09 15:57:43,2019-05-09 19:07:43,0.0,0.0,other
367424420,HADEN II,IMO9215335,WDF2064,31.0,28.0,10.0,2119,2019-05-08 23:20:05,2019-05-12 23:17:34,9.5,0.9638036809815951,tug/towing
367424750,WAYNE T MOSLEY,,WDF2092,31.0,25.0,9.0,3317,2019-05-08 23:20:19,2019-05-12 13:09:16,10.1,0.91263189629183,tug/towing
367424940,LAVACA BAY,,WDF2105,31.0,21.0,9.0,1255,2019-05-11 08:46:53,2019-05-12 23:19:49,9.5,1.604223107569721,tug/towing
367427450,HARVEY CHARGER,IMO9575113,WDH2181,90.0,56.0,14.0,2754,2019-05-08 23:20:30,2019-05-12 00:14:49,11.6,0.3619825708061002,other
367428230,MUDD TUG 14,,WDF2451,31.0,7.0,4.0,3308,2019-05-08 23:22:53,2019-05-12 23:19:32,6.3,0.18518742442563482,tug/towing
367428440,MICHAEL MCCREERY,,WDF2469,31.0,23.0,10.0,1829,2019-05-10 12:25:50,2019-05-12 23:19:35,9.2,1.7924548933843631,tug/towing
367429010,SEA HORSE,IMO8941157,WDF2534,30.0,24.0,7.0,225,2019-05-09 07:01:17,2019-05-12 19:53:13,5.3,2.7888888888888888,fishing
367436830,TEXAS CUTTER,,WDF3173,90.0,,,3543,2019-05-08 23:21:07,2019-05-12 23:19:22,1.0,0.151340671747107,other
367437150,SCOTT CAMP,,WDF3203,31.0,26.0,9.0,193,2019-05-08 23:20:54,2019-05-09 04:22:42,6.0,4.343523316062176,tug/towing
367437840,NEDA J,,WDF3258,31.0,21.0,7.0,44,2019-05-12 22:09:26,2019-05-12 23:19:07,4.9,3.713636363636364,tug/towing
367439580,BLUE FIN,,WDF3411,60.0,13.0,4.0,91,2019-05-11 21:23:13,2019-05-12 12:29:36,18.4,3.3692307692307697,passenger
367441460,CROSBY LADY,,WDF3568,31.0,19.0,6.0,3629,2019-05-08 23:21:05,2019-05-12 23:19:14,8.1,0.22356020942408375,tug/towing
367442390,YELLOW ROSE,,WDF3650,50.0,21.0,5.0,3648,2019-05-08 23:20:33,2019-05-12 23:18:46,30.1,2.3978344298245613,special craft
367443060,WILSEY DUPRE,,WDF3703,31.0,21.0,9.0,1409,2019-05-08 23:20:42,2019-05-12 23:19:42,8.0,0.4830376153300213,tug/towing
367446290,MISS QUYNH ANH III,IMO8970031,WDF3970,30.0,27.0,8.0,1282,2019-05-08 23:20:49,2019-05-12 23:19:46,8.0,3.1369734789391575,fishing
367446860,KRISTY L,,WDF4012,31.0,17.0,6.0,2276,2019-05-10 10:57:45,2019-05-12 23:18:34,10.3,0.9772407732864674,tug/towing
367446940,GULF SHRIMP,IMO8034021,WDF4019,30.0,20.0,6.0,2317,2019-05-08 23:21:35,2019-05-12 23:19:35,10.5,2.035692706085455,fishing
367448590,RHONDA E,,WDF4153,31.0,14.0,6.0,1987,2019-05-08 23:20:12,2019-05-12 23:18:43,7.2,1.373829894313035,tug/towing
367449040,DAVID MCNEMAR,,WDF4192,31.0,26.0,9.0,1021,2019-05-08 23:20:45,2019-05-10 01:36:06,8.3,2.199020568070519,tug/towing
367450510,LADY KRISTIE II,IMO8969458,WDF4325,30.0,25.0,7.0,1151,2019-05-08 23:22:01,2019-05-11 10:15:14,8.8,2.326411815812337,fishing
367451350,LA ISLA,,WCZ9024,37.0,15.0,5.0,885,2019-05-08 23:20:38,2019-05-12 22:02:59,7.7,0.7661016949152543,sailing/pleasure
367453280,MASTER JOHN,IMO8854328,WDF4560,30.0,23.0,6.0,2399,2019-05-08 23:20:16,2019-05-12 23:19:18,9.9,2.094330971238016,fishing
367455770,SR AMERICAN PROGRESS,IMO9118628,KAWM,80.0,183.0,32.0,1297,2019-05-09 12:32:27,2019-05-12 23:18:49,13.7,2.912798766383963,tanker
367456770,COUSHATTA,,WDF4876,31.0,21.0,8.0,3203,2019-05-09 12:45:13,2019-05-12 23:18:32,7.3,0.9507649078988449,tug/towing
367456820,INNOVATOR,IMO8981420,WDF4880,31.0,22.0,9.0,3643,2019-05-08 23:22:19,2019-05-12 23:19:50,8.0,0.30134504529234146,tug/towing
367456860,LAKE CHARLES,IMO8851273,WDF4884,31.0,23.0,8.0,2871,2019-05-09 20:16:36,2019-05-12 23:18:55,11.5,0.8806339254615118,tug/towing
367456870,LIBERTY,IMO8981432,WDF4885,31.0,22.0,9.0,3653,2019-05-08 23:20:43,2019-05-12 23:19:22,7.2,0.10818505338078291,tug/towing
367457000,OREGON VOYAGER,IMO9144914,WDF2960,80.0,188.0,32.0,1692,2019-05-08 23:22:47,2019-05-12 20:17:53,16.2,0.7046690307328605,tanker
367457250,GALVESTON,,WDF4916,50.0,21.0,6.0,4047,2019-05-08 23:20:08,2019-05-12 23:17:52,31.6,10.068742278230788,special craft
367460420,BAREFOOT BABE,,WDF5190,60.0,13.0,4.0,600,2019-05-08 23:22:22,2019-05-12 23:12:31,0.2,0.008166666666666668,passenger
367460890,MASTER TONY,IMO8983791,WDF5237,30.0,26.0,7.0,49,2019-05-12 02:23:38,2019-05-12 05:31:36,3.5,3.1122448979591835,fishing
367465140,CAPT MAI,IMO9241891,WDF5600,30.0,25.0,7.0,574,2019-05-10 10:35:46,2019-05-11 15:56:29,7.9,1.171254355400697,fishing
367465660,LADY DAPHNE,,WDF5646,37.0,12.0,3.0,81,2019-05-12 16:24:35,2019-05-12 19:46:57,6.0,2.8382716049382717,sailing/pleasure
367467170,CAPT MARK,,WDF5784,31.0,15.0,6.0,2512,2019-05-08 23:21:02,2019-05-12 23:19:23,8.6,1.7426751592356688,tug/towing
367468730,MISS KARLI,,WDF5923,31.0,18.0,7.0,1527,2019-05-08 23:21:15,2019-05-12 23:19:34,7.0,2.10988867059594,tug/towing
367473550,ST CHARLES,,WDF6371,31.0,23.0,10.0,79,2019-05-08 23:20:42,2019-05-09 01:34:31,5.6,4.353164556962025,tug/towing
367477850,TARDIS TWO,,WDF6788,37.0,10.0,3.0,1023,2019-05-08 23:21:51,2019-05-12 23:14:20,0.2,0.007331378299120235,sailing/pleasure
367479930,MR BENNETT,,WDF6985,31.0,18.0,7.0,2579,2019-05-08 23:20:24,2019-05-12 23:19:21,8.3,1.555447848003102,tug/towing
367481510,LIVE FREE,,WDF7142,37.0,12.0,4.0,11,2019-05-10 12:03:03,2019-05-12 08:27:02,0.0,0.0,sailing/pleasure
367486980,SAVAGE PROMISE,,WDF7678,31.0,20.0,7.0,2200,2019-05-08 23:21:27,2019-05-12 23:17:41,7.2,1.9651363636363637,tug/towing
367487280,CAPT DANIEL,IMO9241841,WDF7707,30.0,24.0,7.0,850,2019-05-08 23:42:30,2019-05-12 23:15:21,9.4,2.9451764705882355,fishing
367488490,TRIGGER,,WDF7822,31.0,21.0,9.0,3096,2019-05-08 23:20:35,2019-05-12 23:19:13,8.7,0.9335594315245479,tug/towing
367490530,JERRY DOG MCLAIN,,WDF8019,31.0,23.0,10.0,3622,2019-05-08 23:21:30,2019-05-12 23:17:44,8.1,0.18790723357261183,tug/towing
367491540,BETTY L,,WDF8115,31.0,17.0,6.0,1993,2019-05-08 23:20:40,2019-05-12 21:05:38,8.7,1.6338183642749622,tug/towing
367494610,KAIROS,,WDF8414,37.0,14.0,,35,2019-05-08 23:20:09,2019-05-12 11:36:52,0.1,0.002857142857142857,sailing/pleasure
367495480,RICK PUMPHREY,,WDF8497,31.0,16.0,6.0,3658,2019-05-08 23:21:56,2019-05-12 23:19:57,9.1,0.22433023510114816,tug/towing
367497670,DELTA PRIDE,IMO7702451,WDF8704,31.0,34.0,10.0,574,2019-05-09 12:33:02,2019-05-10 02:57:41,11.1,2.8968641114982576,tug/towing
367498680,DELTA BUCK,IMO7204148,WDF8798,31.0,19.0,7.0,1343,2019-05-09 18:12:19,2019-05-11 04:13:58,11.9,2.643410275502606,tug/towing
367498860,DELTA MALLARD,,WDF8814,31.0,16.0,6.0,2365,2019-05-08 23:20:43,2019-05-12 23:18:44,7.9,0.9721775898520084,tug/towing
367498910,DELTA RULER,IMO8037164,WDF8818,31.0,20.0,7.0,1327,2019-05-09 18:11:18,2019-05-11 03:41:27,11.7,2.690655614167295,tug/towing
367499610,MIDNIGHT SUN,IMO7307110,WDF8886,30.0,21.0,7.0,446,2019-05-11 19:44:20,2019-05-12 23:18:31,6.1,2.702017937219731,fishing
367500410,RICHARD J DEVALL,,WDF8965,31.0,17.0,6.0,1677,2019-05-10 22:41:41,2019-05-12 23:19:43,8.5,1.5700655933214074,tug/towing
367501540,OSG ENDURANCE,IMO9441477,WDF9078,31.0,42.0,11.0,1733,2019-05-08 23:20:52,2019-05-12 23:18:14,1.3,0.5168493941142528,tug/towing
367503580,DONNIE SONIER,,WDF9285,31.0,21.0,9.0,1131,2019-05-11 15:17:08,2019-05-12 23:19:19,7.4,2.0564102564102567,tug/towing
367503920,BROOKE BANTA,,WDF9317,31.0,21.0,8.0,862,2019-05-08 23:20:41,2019-05-09 23:37:30,10.1,4.312761020881671,tug/towing
367504640,DREAMS FLOAT,,WDF9388,37.0,14.0,4.0,38,2019-05-12 16:44:31,2019-05-12 20:27:48,0.1,0.002631578947368421,sailing/pleasure
367504910,DENIA,IMO9333292,WDF9413,31.0,29.0,10.0,2594,2019-05-08 23:20:12,2019-05-12 23:17:49,13.2,2.2045104086353122,tug/towing
367505060,PATRICIA ANNE,,WDF9428,31.0,26.0,9.0,341,2019-05-12 13:45:20,2019-05-12 23:19:21,6.0,4.454545454545454,tug/towing
367505780,CPL JACOB C LEICHT,,WDF9500,31.0,24.0,,1612,2019-05-08 23:21:24,2019-05-10 16:17:19,9.2,1.876861042183623,tug/towing
367505870,ORANGE,,WDF9509,31.0,23.0,10.0,2023,2019-05-08 23:21:17,2019-05-12 23:18:20,8.3,0.554028670291646,tug/towing
367506560,JOSEPHINE K MILLER,IMO9568835,WDF9573,90.0,52.0,10.0,1672,2019-05-08 23:22:17,2019-05-12 23:19:25,0.1,0.000777511961722488,other
367506740,LLANO,,WDF9589,31.0,25.0,9.0,3114,2019-05-08 23:22:08,2019-05-12 23:17:49,8.2,1.083140655105973,tug/towing
367507220,TEDDY MEYER,,WDF9635,31.0,27.0,,3620,2019-05-08 23:20:59,2019-05-12 23:18:50,8.3,0.3925414364640884,tug/towing
367507730,SAN ANTONIO,,WDF9683,31.0,23.0,10.0,2989,2019-05-08 23:20:56,2019-05-12 04:22:47,11.2,1.9103044496487118,tug/towing
367509510,SABINE,,WDF9854,31.0,25.0,9.0,2063,2019-05-08 23:20:25,2019-05-11 03:04:25,8.5,1.9513330101793505,tug/towing
367509710,T & L EXPRESS,IMO8940012,WDF9873,30.0,24.0,7.0,187,2019-05-08 23:22:13,2019-05-10 17:32:48,0.1,0.003208556149732621,fishing
367509840,EDWARD JONES JR,,WDF9886,31.0,21.0,,3576,2019-05-08 23:20:51,2019-05-12 23:18:43,6.7,0.22486017897091723,tug/towing
367510420,AL CENAC,,WDF9939,31.0,21.0,,3553,2019-05-08 23:21:18,2019-05-12 23:19:08,8.5,0.299183788347875,tug/towing
367511240,AET EXCELLENCE,IMO9632595,WDG2014,90.0,56.0,14.0,320,2019-05-08 23:20:07,2019-05-09 23:33:26,12.4,2.9175,other
367512880,DIABLO,,WDG2170,80.0,23.0,,3082,2019-05-08 23:20:44,2019-05-12 23:19:57,9.2,0.6870538611291369,tanker
367514360,SAN PEDRO,,WDG2312,31.0,25.0,,649,2019-05-08 23:22:28,2019-05-09 23:28:31,7.7,3.0365177195685673,tug/towing
367514530,ST PETER,,WDG2327,30.0,19.0,5.0,1516,2019-05-08 23:25:17,2019-05-12 23:19:29,0.3,0.012796833773087072,fishing
367515210,CAPT CLAUDE,,WDG2394,31.0,16.0,6.0,2020,2019-05-08 23:20:27,2019-05-12 23:17:36,7.5,0.05618811881188119,tug/towing
367515280,LADY OF GUADALUPE,,WDG2401,31.0,22.0,9.0,1201,2019-05-11 00:59:11,2019-05-12 09:37:10,7.4,1.251623646960866,tug/towing
367515290,LADY OF FATIMA,,WDG2402,31.0,18.0,7.0,3620,2019-05-08 23:21:20,2019-05-12 23:18:59,10.6,1.7589502762430937,tug/towing
367517040,VISION QUEST,,WDG2575,37.0,12.0,3.0,174,2019-05-09 16:36:29,2019-05-10 19:01:04,9.0,4.352298850574712,sailing/pleasure
367517960,MISS RACHEL,,WDG2665,31.0,18.0,6.0,1195,2019-05-08 23:20:30,2019-05-10 20:21:03,7.0,0.2961506276150627,tug/towing
367518480,ANNIE MOON,,WDG2713,31.0,7.0,,233,2019-05-09 13:25:00,2019-05-12 20:47:34,5.7,3.7244635193133044,tug/towing
367519320,FATHER PAT,,WDG2791,31.0,23.0,,1093,2019-05-09 16:36:54,2019-05-10 19:16:34,7.9,2.4709057639524246,tug/towing
367521510,BARBARA ANN,,WDG3008,31.0,21.0,,3690,2019-05-08 23:21:56,2019-05-12 23:19:11,7.4,0.10945799457994579,tug/towing
367522540,ALVA DUPRE,,WDG3104,31.0,21.0,8.0,2410,2019-05-08 23:20:21,2019-05-12 05:15:58,9.1,1.293609958506224,tug/towing
367524270,NEAL J SEAGO,,WDG3267,31.0,20.0,,2369,2019-05-08 23:21:30,2019-05-12 11:02:26,7.4,1.2530181511186156,tug/towing
367528050,SIDNEY BOURG,,WDG3630,31.0,17.0,7.0,3671,2019-05-08 23:21:18,2019-05-12 23:18:58,8.1,0.4497956959956415,tug/towing
367528070,MICHELLE ELISE,,WDG3632,31.0,19.0,7.0,3563,2019-05-08 23:20:07,2019-05-12 23:17:34,44.9,1.5275329778276734,tug/towing
367528080,MISS MARY JEAN,,WDG3633,31.0,21.0,8.0,973,2019-05-10 00:23:17,2019-05-11 00:25:20,9.3,2.7723535457348407,tug/towing
367528110,R J CHERAMIE,,WDG3635,31.0,21.0,8.0,488,2019-05-08 23:21:21,2019-05-09 23:52:10,6.5,2.9831967213114754,tug/towing
367530350,AET RESPONSIBILITY,IMO9643520,WDG3854,90.0,53.0,14.0,507,2019-05-08 23:21:29,2019-05-11 08:11:44,10.4,2.8946745562130176,other
367530470,SEA LION,,WDG3865,31.0,17.0,,3629,2019-05-08 23:21:30,2019-05-12 23:18:52,9.3,0.23634610085422983,tug/towing
367530590,CAPT PAUL E LORD,,WDG3876,31.0,20.0,,2342,2019-05-10 09:19:15,2019-05-12 23:19:46,9.0,1.066994022203245,tug/towing
367533930,MISSION,,WDG4189,31.0,25.0,9.0,2512,2019-05-08 23:20:29,2019-05-12 23:19:47,6.2,0.15019904458598726,tug/towing
367534680,CAPT NILES SHOEMAKER,,WDG4261,31.0,25.0,,3683,2019-05-08 23:22:14,2019-05-12 23:19:24,5.8,0.07273961444474614,tug/towing
367534690,PATRICK J STUDDERT,,WDG4262,31.0,25.0,,3621,2019-05-08 23:20:44,2019-05-12 23:18:48,7.4,0.15752554542943936,tug/towing
367537990,VAN LANG II,IMO0000000,,30.0,0.0,0.0,484,2019-05-09 13:12:14,2019-05-12 23:19:51,0.1,0.005165289256198347,fishing
367539590,GULF VIKING,IMO8938708,WDG4737,30.0,24.0,7.0,1759,2019-05-09 13:12:15,2019-05-12 20:38:21,6.6,2.6255258669698693,fishing
367539810,CAPT ANDY LAKE,,WDG4759,31.0,26.0,,1352,2019-05-08 23:20:59,2019-05-11 16:12:06,7.2,1.2394970414201183,tug/towing
367541710,JIM SPENCE,,WDG4943,60.0,17.0,,66,2019-05-09 15:31:51,2019-05-10 21:38:59,23.9,5.207575757575757,passenger
367541980,EUGENIE J HUGER,,WDG4974,31.0,22.0,,505,2019-05-11 14:18:48,2019-05-12 04:18:48,9.0,4.548514851485148,tug/towing
367543390,MICHAEL A DUHON,,WDG5108,31.0,20.0,,830,2019-05-10 21:34:37,2019-05-12 23:19:37,8.4,5.380120481927711,tug/towing
367544110,T-ONE,IMO7733280,WDG5179,30.0,20.0,6.0,853,2019-05-09 07:10:23,2019-05-12 23:08:49,4.5,1.766822977725674,fishing
367544960,THUNDER,,WDG5276,31.0,22.0,,2253,2019-05-10 09:35:20,2019-05-12 23:19:21,8.3,0.6628939192188193,tug/towing
367545860,MS KERCI,IMO8968179,WDG5359,90.0,41.0,9.0,3492,2019-05-08 23:20:21,2019-05-12 23:20:00,9.2,0.48934707903780067,other
367548930,BOARDWALK FANTASEA,,WDG5661,60.0,30.0,6.0,1485,2019-05-08 23:23:14,2019-05-12 23:19:18,6.3,1.175016835016835,passenger
367549670,SAN MARCOS,,WDG5730,31.0,23.0,,3414,2019-05-08 23:20:28,2019-05-12 23:18:13,8.3,0.30023432923257176,tug/towing
367550060,CAPT QUANG,IMO8969410,WDG5768,30.0,26.0,7.0,498,2019-05-11 22:49:32,2019-05-12 22:47:00,8.6,1.1783132530120481,fishing
367550960,LUCKY STAR,IMO8019590,WDG5853,30.0,23.0,7.0,327,2019-05-08 23:21:27,2019-05-11 18:59:12,2.2,0.026605504587155968,fishing
367551640,MISS CINDY,IMO8970110,WDG5916,30.0,25.0,7.0,322,2019-05-11 11:16:00,2019-05-12 20:30:03,7.2,2.9024844720496894,fishing
367551680,SAVAGE INGENUITY,,WDG5920,31.0,20.0,,819,2019-05-10 22:26:05,2019-05-11 20:30:34,9.6,2.475946275946276,tug/towing
367552440,POINT COMFORT,,WDG5997,31.0,23.0,,3594,2019-05-08 23:21:11,2019-05-12 23:18:32,12.0,0.43823447507658037,tug/towing
367554830,DAVE LEBOEUF,,WDG6234,31.0,21.0,,821,2019-05-11 23:47:30,2019-05-12 23:18:30,6.4,1.3062119366626066,tug/towing
367555480,RANDY J ADAMS,,WDG6297,31.0,25.0,,474,2019-05-08 23:21:06,2019-05-09 12:23:47,8.2,2.143037974683544,tug/towing
367555670,SAVAGE OPPORTUNITY,,WDG6313,31.0,23.0,,3584,2019-05-08 23:20:52,2019-05-12 23:18:52,8.9,0.23649553571428572,tug/towing
367556020,SAVAGE SPIRIT,,WDG6346,31.0,25.0,,1973,2019-05-08 23:20:54,2019-05-12 23:17:31,9.1,1.012113532691333,tug/towing
367558880,GALVESTON ISLAND,IMO8793550,WDG6616,90.0,24.0,,201,2019-05-09 12:42:58,2019-05-10 18:41:23,18.1,7.430845771144278,other
367561370,GORDON A KEENAN,,WDG6853,31.0,23.0,,1305,2019-05-09 18:43:37,2019-05-12 06:10:14,9.4,1.8505747126436782,tug/towing
367562290,PEGASUS,,WDG6943,37.0,15.0,,32,2019-05-10 17:44:12,2019-05-10 19:31:43,16.1,6.80625,sailing/pleasure
367562680,ESTANCIA,,WDG6984,37.0,30.0,,1268,2019-05-08 23:22:04,2019-05-12 23:13:03,0.1,0.0017350157728706626,sailing/pleasure
367564240,INNOVATOR,,WDG7137,31.0,23.0,,3239,2019-05-09 10:35:48,2019-05-12 23:19:01,9.6,0.8401049706699598,tug/towing
367565110,ANNA MICHAEL,,WDG7225,31.0,21.0,,3570,2019-05-08 23:20:43,2019-05-12 23:19:12,7.5,0.2469599327542729,tug/towing
367566160,SEATIGER,,WDG7325,31.0,15.0,6.0,3145,2019-05-09 11:47:58,2019-05-12 23:19:58,9.6,1.3942448330683623,tug/towing
367570750,MONICA MEANS,,WDG7778,31.0,26.0,9.0,3672,2019-05-08 23:20:36,2019-05-12 23:19:21,7.0,0.18510348583877997,tug/towing
367571790,BAYOU BLUE,,WDG7883,60.0,13.0,,245,2019-05-09 17:15:29,2019-05-10 19:11:29,0.1,0.025306122448979593,passenger
367572190,COPY CAT,,WDG7922,37.0,14.0,,1452,2019-05-08 23:22:43,2019-05-12 23:18:20,1.2,0.03519283746556474,sailing/pleasure
367573410,CHAMPION,,WDG8040,31.0,26.0,,3612,2019-05-08 23:21:06,2019-05-12 23:18:24,9.2,0.7617386489479513,tug/towing
367577620,SAVAGE OUTLOOK,,WDG8447,31.0,20.0,,3514,2019-05-08 23:21:41,2019-05-12 23:19:50,11.8,1.3017074558907227,tug/towing
367579920,SAVAGE INSPIRATION,,WDG8667,31.0,23.0,,3620,2019-05-08 23:21:39,2019-05-12 23:17:36,7.0,0.13665745856353592,tug/towing
367580620,JAMES GOLDING,,WDG8741,31.0,25.0,,2291,2019-05-08 23:22:31,2019-05-12 23:19:45,8.5,0.8710606721955477,tug/towing
367581120,STARDUST,,WDG8792,31.0,22.0,,3624,2019-05-08 23:21:16,2019-05-12 23:18:55,3.3,0.005794701986754967,tug/towing
367581140,FURY,,WDG8794,31.0,22.0,,1922,2019-05-08 23:21:30,2019-05-12 23:19:48,7.5,0.686108220603538,tug/towing
367583130,(no name broadcast),,,,,,1006,2019-05-08 23:21:11,2019-05-10 02:06:07,7.5,1.2252485089463219,unknown
367584530,KENNEDY GRACE,,WDG9120,31.0,15.0,6.0,3535,2019-05-08 23:20:36,2019-05-12 23:19:11,6.9,0.12792079207920792,tug/towing
367584550,SAVAGE JOURNEY,,WDG9122,31.0,17.0,7.0,2121,2019-05-08 23:20:03,2019-05-12 23:19:07,8.0,1.9992927864214993,tug/towing
367587190,BROWN WATER XI,,WDG9382,31.0,16.0,7.0,708,2019-05-11 22:53:01,2019-05-12 19:14:19,7.2,3.47090395480226,tug/towing
367588180,CAVALIER,,WDG9478,37.0,,,1144,2019-05-08 23:22:40,2019-05-12 23:19:56,0.1,0.008391608391608393,sailing/pleasure
367588940,MISS ELIZABETH,IMO7906851,WDG9553,31.0,25.0,8.0,1951,2019-05-08 23:23:01,2019-05-12 23:19:59,7.3,0.727011788826243,tug/towing
367589050,LINDSEY GRAHAM,,WDG9563,31.0,24.0,,972,2019-05-08 23:21:45,2019-05-10 00:14:46,8.6,2.4740740740740743,tug/towing
367589280,INDEPENDENCE,,WDG9585,31.0,25.0,,1952,2019-05-08 23:22:57,2019-05-12 23:17:46,9.5,0.7984631147540984,tug/towing
367589290,PROVIDER,,WDG9586,31.0,25.0,,2355,2019-05-10 09:06:25,2019-05-12 23:18:56,9.7,1.0058174097664543,tug/towing
367589520,KARL G ANDREN,,WDG9609,31.0,23.0,,3638,2019-05-08 23:21:32,2019-05-12 23:18:23,9.7,0.35412314458493677,tug/towing
367590130,ALMOST HEAVEN,,WDG9667,37.0,13.0,,1585,2019-05-08 23:24:39,2019-05-12 23:05:18,15.1,0.07097791798107256,sailing/pleasure
367591810,VALOR,,WDG9853,31.0,25.0,,3660,2019-05-08 23:20:42,2019-05-12 23:19:51,7.9,0.38633879781420766,tug/towing
367593750,MALLARD,IMO9483815,WDH2036,90.0,56.0,14.0,258,2019-05-08 23:22:37,2019-05-09 23:53:35,10.4,3.4375968992248063,other
367594470,CAPT J W BANTA,,WDH2110,31.0,23.0,,3156,2019-05-08 23:21:44,2019-05-12 08:45:35,9.8,1.1775982256020279,tug/towing
367597820,CAJUN,,WDH2458,31.0,21.0,,945,2019-05-08 23:20:40,2019-05-10 00:04:39,8.4,2.6659259259259263,tug/towing
367598790,BAYSMART EXPRESS,,WDH2552,60.0,27.0,6.0,85,2019-05-09 14:56:04,2019-05-09 16:44:34,10.7,7.815294117647058,passenger
367600490,SAN SABA,,WDH2719,31.0,23.0,,2589,2019-05-08 23:21:32,2019-05-12 23:18:42,7.5,0.2953632148377125,tug/towing
367600750,SAVAGE INNOVATOR,,WDH2744,31.0,22.0,,3750,2019-05-08 23:20:29,2019-05-12 23:18:47,9.9,0.43165333333333333,tug/towing
367605130,DAHLI BROOKE,,WDH3184,31.0,20.0,,1357,2019-05-10 21:08:31,2019-05-12 09:25:50,9.8,2.9345615327929253,tug/towing
367606370,PAT BOONE,,WDH3305,31.0,15.0,6.0,3648,2019-05-08 23:21:02,2019-05-12 23:19:57,8.2,2.137061403508772,tug/towing
367608470,SAN SALVADOR,,WDH3551,31.0,26.0,,2434,2019-05-08 23:20:14,2019-05-12 23:19:41,9.7,0.9407970419063271,tug/towing
367611160,CAPT RYAN,IMO8984173,WDH3811,30.0,26.0,7.0,991,2019-05-09 04:36:18,2019-05-10 18:36:51,9.2,0.7100908173562059,fishing
367611340,ANDIAMO,IMO0000000,,36.0,14.0,4.0,499,2019-05-08 23:20:33,2019-05-12 23:17:20,0.2,0.003006012024048096,sailing/pleasure
367611960,WEEZIE CENAC,,WDH3888,31.0,21.0,,1791,2019-05-08 23:22:45,2019-05-12 23:18:58,7.7,0.06942637492607924,tug/towing
367613760,LANEY BLESSEY WATKIN,,WDH4058,31.0,24.0,,3654,2019-05-08 23:20:24,2019-05-12 23:18:04,8.5,0.6174329501915709,tug/towing
367614890,DELFRED ROMERO,,WDH9117,31.0,25.0,,1947,2019-05-08 23:20:36,2019-05-12 23:19:35,8.9,0.85582948125321,tug/towing
367615680,SAVAGE LEGACY,,WDH4244,31.0,22.0,,2489,2019-05-08 23:20:07,2019-05-12 07:42:49,10.3,1.7329851345922056,tug/towing
367615990,JACOB BRENT,,WDH4272,90.0,29.0,8.0,3235,2019-05-08 23:22:55,2019-05-12 23:17:51,12.5,1.6289953632148377,other
367618370,CAPT T W BOUDREAUX,,WDH4500,31.0,22.0,7.0,2400,2019-05-08 23:20:36,2019-05-11 12:06:56,7.8,1.3968333333333334,tug/towing
367618390,MISS ANNA,IMO8855853,WDH4502,30.0,26.0,7.0,2170,2019-05-09 11:05:30,2019-05-12 23:18:14,8.7,2.2305069124423964,fishing
367618670,TIM SCOTT,,WDH4528,31.0,24.0,,3586,2019-05-08 23:20:52,2019-05-12 23:19:32,10.2,0.9358059118795315,tug/towing
367619730,SARAH GOLDING,,WDH4635,31.0,22.0,,3011,2019-05-08 23:21:25,2019-05-12 05:22:15,8.5,0.8771504483560278,tug/towing
367620180,APACHE,IMO8851314,WDH4677,31.0,19.0,7.0,350,2019-05-08 23:20:27,2019-05-09 13:46:58,7.9,2.900857142857143,tug/towing
367620930,(no name broadcast),,,,,,315,2019-05-09 12:33:02,2019-05-09 20:16:13,7.5,2.12031746031746,unknown
367621000,REBEKAH,IMO7932331,WDI7588,31.0,23.0,8.0,386,2019-05-08 23:20:12,2019-05-12 22:02:52,10.2,7.028238341968912,tug/towing
367622520,MAGNOLIA,,WDH4902,31.0,21.0,,1904,2019-05-10 07:42:39,2019-05-12 08:48:29,10.8,2.569048870204939,tug/towing
367622960,FONSE CENAC,,WDH4948,31.0,21.0,,2065,2019-05-08 23:20:36,2019-05-11 03:27:55,8.1,1.235593220338983,tug/towing
367623770,LIBERTY,,WDH5025,37.0,14.0,,569,2019-05-10 21:12:22,2019-05-12 16:00:21,0.0,0.0,sailing/pleasure
367626850,NOKNEE,,WDH5328,37.0,12.0,4.0,1493,2019-05-08 23:21:50,2019-05-12 23:18:50,0.2,0.0009377093101138648,sailing/pleasure
367629590,CAPT WAYNE TAYLOR,,WDH5608,31.0,17.0,6.0,1404,2019-05-10 03:24:31,2019-05-12 23:19:02,7.5,1.9362535612535612,tug/towing
367630830,TUG DEVALL,,WDH5726,31.0,19.0,,2852,2019-05-08 23:21:12,2019-05-12 00:38:01,10.1,0.9989831697054699,tug/towing
367631420,MOONCHILD II,,WDH5780,37.0,13.0,,763,2019-05-08 23:26:41,2019-05-12 23:17:47,0.2,0.011664482306684142,sailing/pleasure
367631610,ALICE GOLDING,,WDH5800,31.0,25.0,,3690,2019-05-08 23:20:57,2019-05-12 23:19:26,8.2,0.1946070460704607,tug/towing
367637350,GRACIE LEE,IMO8992601,WDH6380,31.0,21.0,9.0,315,2019-05-09 15:51:11,2019-05-10 19:25:05,6.3,0.3114285714285714,tug/towing
367640610,BEN STRAFUSS,,WDH6685,31.0,22.0,,2085,2019-05-10 14:06:01,2019-05-12 23:19:02,8.1,1.2646043165467624,tug/towing
