MMSI,name,imo,callsign,vessel_type,length_m,width_m,n_fixes,t_first,t_last,sog_max,sog_mean,type_label
367640680,PHYLLIS E,,WDH6692,31.0,18.0,7.0,3638,2019-05-08 23:21:51,2019-05-12 23:18:43,8.4,1.246536558548653,tug/towing
367642110,CAPT GIANG,IMO8969549,WDH6837,30.0,26.0,7.0,1186,2019-05-09 00:06:21,2019-05-12 15:37:14,11.0,3.029679595278246,fishing
367644460,C C CENAC,,WDH7068,31.0,21.0,,1638,2019-05-08 23:22:34,2019-05-12 23:18:58,10.3,2.5238705738705742,tug/towing
367647650,CAPT GARY E MOSS,,WDH7389,31.0,25.0,,3705,2019-05-08 23:21:17,2019-05-12 23:18:33,6.3,0.44138768898488123,tug/towing
367650190,TY DOLESE,,WDH7645,31.0,26.0,,3669,2019-05-08 23:20:39,2019-05-12 23:19:38,0.1,0.0003543199781956937,tug/towing
367650520,CAPTAIN DANIEL II,IMO8940799,WDH7678,30.0,26.0,7.0,1241,2019-05-08 23:22:37,2019-05-12 23:18:18,9.6,2.96406124093473,fishing
367651810,KATE GOLDING,,WDH7802,31.0,22.0,,870,2019-05-08 23:21:24,2019-05-09 22:13:34,9.3,2.7179310344827585,tug/towing
367651830,GERTRUDE V CREEL,,WDH7805,31.0,23.0,,100,2019-05-08 23:20:49,2019-05-09 01:54:19,6.4,5.846,tug/towing
367652140,AUSTINTATIOUS,,WDH7841,37.0,,,1384,2019-05-08 23:25:03,2019-05-12 23:19:04,0.1,0.006358381502890174,sailing/pleasure
367652980,MICHELLE GOLDING,,WDH7930,31.0,25.0,,3684,2019-05-08 23:20:53,2019-05-12 23:18:54,7.8,0.4026330076004343,tug/towing
367653470,CAPT PETE,,WDH7978,31.0,23.0,,221,2019-05-12 17:06:58,2019-05-12 23:19:40,6.9,5.158371040723982,tug/towing
367654520,NANCY SONIER,,WDH8086,31.0,23.0,,1465,2019-05-11 05:58:51,2019-05-12 23:19:31,9.0,1.3225255972696246,tug/towing
367656540,CAPTAIN STEVEN,IMO8969460,WDH8286,30.0,26.0,7.0,593,2019-05-10 19:02:24,2019-05-12 00:06:28,9.8,1.2655986509274872,fishing
367656670,GENIE CENAC,,WDH8300,31.0,21.0,,213,2019-05-12 17:17:17,2019-05-12 23:18:47,6.6,4.822535211267605,tug/towing
367656820,BRIANNA ELIZABETH,,WDH8320,31.0,21.0,,2007,2019-05-09 11:20:45,2019-05-12 09:01:23,10.8,2.5955156950672644,tug/towing
367658860,MEG KENNEDY MOORE,,WDH8522,31.0,21.0,,24,2019-05-08 23:21:49,2019-05-09 00:03:29,7.1,5.0,tug/towing
367661670,AMERICAN HERO,,WDH8807,31.0,22.0,,529,2019-05-08 23:20:04,2019-05-09 21:37:02,8.1,4.096975425330813,tug/towing
367663570,HENRY CENAC,,WDH8989,31.0,20.0,,3725,2019-05-08 23:20:57,2019-05-12 23:19:26,7.4,0.4009664429530201,tug/towing
367663890,SEBASTIAN D,,WDH9021,31.0,25.0,,2777,2019-05-08 23:20:41,2019-05-12 01:47:32,9.0,0.8528988116672669,tug/towing
367667890,TEXAS CREWED,,WDI7791,37.0,,,965,2019-05-08 23:22:02,2019-05-12 23:18:15,0.3,0.011606217616580311,sailing/pleasure
367668550,BARBARA ELAINE,IMO8984240,WDH9483,30.0,24.0,7.0,107,2019-05-10 13:10:44,2019-05-11 00:44:33,10.7,4.5056074766355145,fishing
367670750,TRIDENT,,WDH9702,60.0,19.0,,280,2019-05-09 14:45:17,2019-05-09 21:20:57,18.4,3.1089285714285713,passenger
367670760,LET IT BE,,WDH9704,37.0,13.0,,200,2019-05-09 21:41:05,2019-05-12 23:19:44,5.1,2.057,sailing/pleasure
367672380,WAYNE BETHEL,,WDH9869,31.0,26.0,9.0,640,2019-05-11 23:49:02,2019-05-12 23:18:21,6.2,2.75296875,tug/towing
367673340,J THOMAS,,WDH9961,31.0,21.0,,1928,2019-05-08 23:21:04,2019-05-12 23:19:17,8.2,0.5395746887966805,tug/towing
367674650,MICHAEL AKIU #86,,WDI2093,31.0,23.0,,2995,2019-05-09 01:26:21,2019-05-12 05:55:52,9.7,1.7928547579298832,tug/towing
367677440,HIGMAN TRADITION,,WDI2368,31.0,23.0,,3150,2019-05-08 23:20:42,2019-05-12 23:19:07,7.9,0.4692698412698413,tug/towing
367677450,CAPT JAMES,,WDI2369,31.0,23.0,,3300,2019-05-08 23:20:53,2019-05-12 23:19:01,7.6,0.7577575757575757,tug/towing
367677630,STEVE N BRIAN,,WDI2385,31.0,25.0,,1869,2019-05-08 23:20:15,2019-05-12 23:17:36,10.3,0.8624933119315141,tug/towing
367679550,RANDOLPH C,,WDI2573,31.0,22.0,,3162,2019-05-09 00:45:35,2019-05-12 23:17:29,7.3,0.6062618595825426,tug/towing
367680160,TEENIE SONIER,,WDI2635,31.0,23.0,,1996,2019-05-08 23:21:44,2019-05-11 01:07:04,8.1,1.4695891783567134,tug/towing
367682130,MV LIV,,WDI2827,31.0,21.0,,3487,2019-05-09 04:00:06,2019-05-12 23:18:41,9.1,1.259334671637511,tug/towing
367683020,CAPT JIM,,WDI2911,31.0,16.0,6.0,373,2019-05-12 12:35:13,2019-05-12 23:18:14,9.0,5.009919571045576,tug/towing
367684470,CROSBY 2,,WDI3051,90.0,45.0,13.0,3602,2019-05-08 23:21:15,2019-05-12 23:18:33,2.5,0.009994447529150472,other
367685720,AIDAN DEVALL,,WDI3173,31.0,19.0,,1191,2019-05-09 00:34:37,2019-05-12 20:47:36,9.3,3.772879932829555,tug/towing
367688280,LOUISE CENAC,,WDI3433,31.0,21.0,,796,2019-05-12 00:54:01,2019-05-12 23:19:11,6.9,0.9361809045226132,tug/towing
367688580,MATTHEW,IMO8635461,WDI3464,31.0,20.0,7.0,3643,2019-05-08 23:20:59,2019-05-12 23:19:35,6.9,0.1840241559154543,tug/towing
367690010,CAPT PRIMEAUX,,WDI3600,31.0,23.0,,1466,2019-05-11 06:39:58,2019-05-12 23:17:58,8.8,1.3068212824010914,tug/towing
367690920,FREEPORT 1 1/2,,WDI3691,70.0,14.0,,97,2019-05-09 14:44:58,2019-05-09 17:00:08,8.3,0.609278350515464,cargo
367691950,ROY MICHAEL,,WDI3791,31.0,22.0,,1846,2019-05-08 23:22:35,2019-05-12 23:18:22,7.3,0.15677139761646802,tug/towing
367692120,KATHLEEN DUPRE,,WDI3806,31.0,22.0,,1948,2019-05-08 23:21:20,2019-05-12 23:17:09,9.3,0.5362936344969199,tug/towing
367692430,HIGMAN MARINER,,WDI3837,31.0,23.0,,2890,2019-05-08 23:21:00,2019-05-12 23:19:41,8.8,0.8650173010380623,tug/towing
367693670,FINLI RYANNE,,WDI3954,31.0,19.0,,2907,2019-05-08 23:21:08,2019-05-12 02:03:28,7.0,0.07299621603027176,tug/towing
367694730,TRITON,IMO9792395,WDI4059,31.0,22.0,,2388,2019-05-08 23:21:35,2019-05-12 23:19:47,11.0,0.846608040201005,tug/towing
367700670,TIFFANY LADY,IMO8938930,WDI4649,30.0,23.0,7.0,1992,2019-05-08 23:21:03,2019-05-12 23:17:42,9.0,2.4075803212851405,fishing
367701380,ST PHILLIP,,WDI4731,31.0,23.0,,989,2019-05-11 20:36:51,2019-05-12 23:19:01,5.6,2.0682507583417595,tug/towing
367702220,JOE B WARD,,WDI4808,31.0,21.0,8.0,1808,2019-05-09 15:22:49,2019-05-12 14:29:22,7.1,2.3154314159292038,tug/towing
367703560,RED GRIFFIN,,WDI4934,31.0,22.0,,1960,2019-05-08 23:21:56,2019-05-12 23:14:44,8.4,1.811887755102041,tug/towing
367703790,AMERICAN PROGRESS,,WDI4961,31.0,22.0,,1888,2019-05-08 23:21:10,2019-05-12 23:19:43,6.7,0.3203919491525424,tug/towing
367704390,"RAY ""CHIEF"" TONEY",,WDI5024,31.0,25.0,,3639,2019-05-08 23:21:49,2019-05-12 23:18:48,5.2,0.09266281945589447,tug/towing
367704410,CAPT JIMMY WARREN,,WDI5025,31.0,25.0,,712,2019-05-08 23:20:12,2019-05-09 23:25:51,9.9,2.5786516853932584,tug/towing
367706510,EDELWEISS,,WDI5235,37.0,,,283,2019-05-09 17:12:01,2019-05-10 19:21:27,8.9,6.237102473498233,sailing/pleasure
367708150,H DOUGLAS M,IMO9794161,WDI5400,31.0,22.0,,2203,2019-05-08 23:22:51,2019-05-12 23:19:13,11.9,0.9826146164321379,tug/towing
367709930,CAPT DAVID CARRIERE,,WDI5570,31.0,23.0,,698,2019-05-12 03:17:00,2019-05-12 23:19:10,7.6,1.824785100286533,tug/towing
367710770,CAPT BILL GUIDRY,,WDI5655,31.0,21.0,7.0,3506,2019-05-08 23:20:41,2019-05-12 23:19:11,7.4,0.20638904734740446,tug/towing
367714880,GOLDEN STAR,IMO8854718,WDI6066,30.0,21.0,6.0,2504,2019-05-08 23:21:07,2019-05-12 23:18:41,14.6,1.9113817891373803,fishing
367715930,NEPTUNE,IMO9794173,WDI6163,31.0,24.0,,2714,2019-05-08 23:20:12,2019-05-12 23:19:38,14.6,1.8973829708809438,tug/towing
367717450,LUCKY LILY,IMO8969757,WDI6317,30.0,26.0,7.0,1253,2019-05-11 07:15:36,2019-05-12 23:19:08,9.7,3.0171588188347966,fishing
367717930,LUCKY FOREVER,IMO8984135,WDI6363,30.0,25.0,7.0,27,2019-05-12 17:44:50,2019-05-12 21:41:20,6.6,2.9962962962962965,fishing
367717940,LUCKY III,IMO8939453,WDI6364,30.0,26.0,7.0,690,2019-05-10 11:28:16,2019-05-11 17:00:27,7.0,3.00768115942029,fishing
367719610,ZYANA K,IMO9794185,WDI6527,31.0,24.0,,2580,2019-05-08 23:20:30,2019-05-12 23:17:59,10.3,1.8994573643410855,tug/towing
367720970,LAWRENCE CAMPBELL,,WDI6665,31.0,,,897,2019-05-11 23:07:20,2019-05-12 23:19:29,9.0,2.244927536231884,tug/towing
367723120,OUR LOG,,WDI6875,37.0,,,789,2019-05-08 23:35:31,2019-05-12 23:14:34,0.1,0.003929024081115336,sailing/pleasure
367724690,TIMING,,WDI7031,37.0,,,523,2019-05-08 23:20:15,2019-05-12 23:12:40,6.4,0.17418738049713192,sailing/pleasure
367724770,LADY LAM,IMO8856364,WDI7038,30.0,24.0,7.0,1408,2019-05-08 23:22:48,2019-05-12 23:18:22,7.3,2.3043323863636362,fishing
367725060,AMERICAN LIFE,,WDI7069,31.0,23.0,,2494,2019-05-08 23:22:22,2019-05-12 23:19:40,7.6,1.1886527666399358,tug/towing
367725740,MR HAPPY,,WDI7139,37.0,,,663,2019-05-08 23:45:08,2019-05-12 22:33:37,5.5,0.21346749226006193,sailing/pleasure
367727780,PERSEVERANCE,IMO8970550,WDI7343,30.0,27.0,8.0,1715,2019-05-08 23:23:55,2019-05-12 23:17:56,8.7,2.521574344023324,fishing
367728680,MARK SHELL,,WDI7434,31.0,30.0,10.0,693,2019-05-12 03:21:52,2019-05-12 23:19:32,8.5,3.1268398268398268,tug/towing
367728730,CONCHO,,WDI7438,31.0,25.0,10.0,1049,2019-05-09 19:32:09,2019-05-10 22:43:54,7.6,2.536510962821735,tug/towing
367729220,LILA MAE,IMO8635590,WDI7486,31.0,26.0,9.0,278,2019-05-08 23:20:47,2019-05-09 07:01:16,8.0,6.130935251798562,tug/towing
367729730,MORNING LORD,IMO8940153,WDI7542,30.0,25.0,7.0,670,2019-05-11 14:00:20,2019-05-12 23:18:00,7.1,3.065820895522388,fishing
367730910,DAVID B,IMO9794197,WDI7661,31.0,24.0,,2840,2019-05-08 23:21:51,2019-05-12 23:18:34,11.5,2.0997535211267606,tug/towing
367735750,OCEANUS,IMO9794202,WDI8151,31.0,24.0,,2432,2019-05-08 23:20:42,2019-05-12 23:19:11,11.5,1.707483552631579,tug/towing
367737720,ANGELA CHERAMIE,IMO8983222,WDI8351,90.0,50.0,10.0,619,2019-05-11 21:08:57,2019-05-12 23:16:28,11.0,1.2421647819063004,other
367740050,AMERICAN RELIANCE,,WDI8580,31.0,,,1829,2019-05-08 23:20:37,2019-05-12 03:04:51,9.3,2.045872061235648,tug/towing
367740310,BUBBA-JOHN,,WDI8607,31.0,10.0,4.0,420,2019-05-09 12:14:35,2019-05-10 14:19:19,6.7,0.574047619047619,tug/towing
367740860,SCOUT,,WDI8661,31.0,23.0,10.0,3642,2019-05-08 23:20:33,2019-05-12 23:18:41,0.1,0.000356946732564525,tug/towing
367741510,HALLIE T,,WDI8725,31.0,,,3648,2019-05-08 23:20:32,2019-05-12 23:19:03,10.2,1.2179824561403507,tug/towing
367743160,WEBB CROSBY,,WDI8889,31.0,,,3030,2019-05-09 13:16:22,2019-05-12 23:18:03,7.0,0.9977887788778879,tug/towing
367743660,EVELYN JAMES,,WDI8937,31.0,,,1283,2019-05-11 11:31:48,2019-05-12 23:19:27,9.9,0.8744349181605613,tug/towing
367746670,ELEANOR HADLEY,,WDI9237,31.0,,,3737,2019-05-08 23:22:07,2019-05-12 23:19:17,6.9,0.15515119079475514,tug/towing
367746950,SAN ROBERTO,,WDI9265,31.0,,,2015,2019-05-08 23:22:41,2019-05-12 23:18:23,8.1,1.1494292803970223,tug/towing
367747120,CLARENCE NIXON,,WDI9282,31.0,26.0,10.0,1021,2019-05-11 00:03:57,2019-05-12 20:15:11,8.2,2.0519098922624877,tug/towing
367748030,LAURA B,IMO9794214,WDI9376,31.0,,,2648,2019-05-08 23:21:50,2019-05-12 23:19:53,12.2,1.4737537764350452,tug/towing
367751210,LUCKY COOPER,IMO0000000,WDI9694,30.0,0.0,0.0,1275,2019-05-10 20:24:39,2019-05-12 23:17:46,8.3,2.015843137254902,fishing
367754480,POSEIDON,IMO9794226,WDJ2022,31.0,,,2461,2019-05-08 23:22:36,2019-05-12 23:19:41,11.1,1.462210483543275,tug/towing
367755150,MISCHIEF,,WDJ2089,37.0,11.0,,1018,2019-05-10 01:15:01,2019-05-12 23:18:42,0.2,0.012082514734774067,sailing/pleasure
367755990,CROSBY DREDGER,,WDJ2183,90.0,,,3618,2019-05-08 23:20:36,2019-05-12 23:19:49,1.1,0.10909342177998894,other
367756130,MASTER STARS JOHNNY,IMO8970196,WDJ2197,30.0,25.0,7.0,236,2019-05-08 23:21:17,2019-05-09 07:40:16,4.0,2.893220338983051,fishing
367756630,MISS ELLIE,,WDJ2256,31.0,,,2307,2019-05-09 20:02:29,2019-05-12 08:05:59,11.0,1.853272648461205,tug/towing
367757340,BOURNE FREE,,WDJ2327,37.0,14.0,,1114,2019-05-08 23:33:36,2019-05-12 23:17:34,0.2,0.011041292639138242,sailing/pleasure
367761630,IWO JIMA,,WDJ2778,,,,254,2019-05-09 13:16:42,2019-05-12 22:42:41,5.2,1.3015748031496064,unknown
367761640,NORMANDY,,WDJ2779,,,,1826,2019-05-09 04:27:56,2019-05-12 23:19:53,7.4,1.0094194961664842,unknown
367761690,CONSTITUTION II,,WDJ2784,,7.0,,57,2019-05-09 20:23:48,2019-05-09 22:25:54,0.0,0.0,unknown
367763180,LA VIE DOUX,,WDJ2939,37.0,,,3,2019-05-11 15:12:17,2019-05-11 15:21:13,0.1,0.06666666666666667,sailing/pleasure
367763490,C J STUDDERT,,WDJ2968,31.0,,,1880,2019-05-08 23:21:59,2019-05-12 23:19:41,7.7,0.27191489361702126,tug/towing
367766110,JENNY,IMO8034344,WDJ3242,30.0,25.0,6.0,465,2019-05-09 14:41:37,2019-05-10 20:00:24,10.7,2.4305376344086023,fishing
367766740,SHAWN WILLIAMS,,WDJ3307,31.0,,,380,2019-05-11 06:11:24,2019-05-11 17:05:54,7.2,3.106578947368421,tug/towing
367766820,NANCY MARIAN,,WDJ3314,31.0,,,2545,2019-05-08 23:20:09,2019-05-12 23:19:32,8.8,1.1412573673870334,tug/towing
367767220,SYDNEY RAE,IMO8635825,WDJ3355,31.0,17.0,8.0,1083,2019-05-10 09:19:58,2019-05-12 20:27:02,8.8,5.976361957525392,tug/towing
367767260,(no name broadcast),,,,,,3690,2019-05-08 23:21:06,2019-05-12 23:19:57,10.1,1.3207046070460704,unknown
367767480,HOLT T,IMO8978203,WDJ3382,60.0,29.0,7.0,3477,2019-05-08 23:20:14,2019-05-12 23:14:42,13.9,1.5520851308599368,passenger
367769080,BLUE OCEAN,IMO8940268,WDJ3554,30.0,23.0,7.0,45,2019-05-12 14:09:03,2019-05-12 23:19:05,8.7,5.2,fishing
367770940,DAMON BOY,IMO0000000,WDJ3744,30.0,27.0,14.0,189,2019-05-10 12:54:55,2019-05-11 17:06:41,10.2,6.2333333333333325,fishing
367772180,JOE LOCHRICO,,WDJ3868,31.0,,,2419,2019-05-08 23:22:55,2019-05-12 23:19:03,9.6,1.0425795783381562,tug/towing
367773320,VICTORINE CENAC,,WDJ3989,31.0,,,2811,2019-05-09 11:39:02,2019-05-12 22:08:14,8.6,1.991897731364782,tug/towing
367773360,LT DICK DOWLING,,WDJ3993,31.0,,,3031,2019-05-08 23:22:38,2019-05-12 23:18:53,7.6,0.7594193335532828,tug/towing
367773520,IMAGINE,,WDJ4007,37.0,,,1573,2019-05-08 23:22:29,2019-05-12 23:18:01,4.6,0.19275270184361093,sailing/pleasure
367775000,MAERSK OHIO,IMO9298698,KABP,70.0,292.0,32.0,983,2019-05-10 18:57:56,2019-05-12 23:19:32,13.6,0.40315361139369277,cargo
367777250,CURIOSITY,IMO0000000,WDJ4390,36.0,14.0,7.0,1509,2019-05-08 23:22:10,2019-05-12 23:19:10,0.2,0.007554671968190855,sailing/pleasure
367778540,SOLANA,,WDJ4528,37.0,,,1464,2019-05-09 02:22:58,2019-05-12 15:59:58,0.4,0.027117486338797816,sailing/pleasure
367779890,MAVERICK J,,WDJ4664,31.0,20.0,,864,2019-05-11 22:13:48,2019-05-12 23:19:38,7.9,1.9189814814814814,tug/towing
367780640,LENNY J,,WDJ4738,31.0,22.0,8.0,2017,2019-05-09 04:21:45,2019-05-12 23:19:13,9.6,2.968368864650471,tug/towing
367784160,MISS ANGELICA,,WDJ5086,31.0,16.0,6.0,219,2019-05-10 13:20:49,2019-05-10 18:35:48,8.3,3.921917808219178,tug/towing
367785310,FOOTLOOSE,,WDJ5197,37.0,14.0,4.0,1696,2019-05-08 23:20:33,2019-05-12 23:18:34,0.3,0.010849056603773586,sailing/pleasure
367788780,MISS GABRIELLA,,WDJ5552,31.0,26.0,9.0,2957,2019-05-08 23:20:57,2019-05-12 03:00:07,9.6,0.7801826175177545,tug/towing
367792310,KYLIE BROWN,,WDJ5894,31.0,,,61,2019-05-12 21:42:48,2019-05-12 23:18:59,7.8,7.049180327868853,tug/towing
367795490,MASTER PETER,IMO8708490,WDJ6212,30.0,24.0,7.0,2101,2019-05-08 23:20:01,2019-05-12 23:19:50,8.7,2.326225606853879,fishing
367795630,CAPT ANDY,IMO8984202,WDJ6224,30.0,27.0,8.0,246,2019-05-09 15:07:17,2019-05-11 16:30:06,0.1,0.0020325203252032522,fishing
367796070,BRYCE MORGAN,,WDJ6268,31.0,,,1870,2019-05-08 23:22:54,2019-05-12 11:07:41,8.9,1.3945454545454545,tug/towing
367796610,HOUSTON,IMO9833204,WDJ6320,90.0,,,3418,2019-05-08 23:20:28,2019-05-12 23:19:26,18.9,7.7663253364540665,other
367798350,LUCAS PAUL DEVALL,,WDJ6498,31.0,,,700,2019-05-11 17:25:24,2019-05-12 23:18:21,6.7,2.069714285714286,tug/towing
367798550,MARY ENA DEVALL,,WDJ6516,31.0,19.0,8.0,1396,2019-05-11 01:05:14,2019-05-12 16:02:43,8.2,4.324140401146132,tug/towing
367799320,MALLARD,,WDJ6592,31.0,17.0,8.0,3405,2019-05-09 00:24:25,2019-05-12 23:19:21,8.9,1.451776798825257,tug/towing
367799330,PINTAIL,,WDJ6593,31.0,17.0,8.0,2557,2019-05-08 23:20:51,2019-05-12 23:17:12,8.8,0.4806804849432929,tug/towing
367799820,DR RAY,,WDJ6645,31.0,26.0,9.0,1311,2019-05-08 23:20:06,2019-05-10 10:41:36,8.2,1.8600305110602593,tug/towing
367812300,(no name broadcast),,,,,,997,2019-05-11 19:40:39,2019-05-12 23:19:38,6.2,2.3299899699097293,unknown
367843900,JB BLOOMER,,WDG9108,52.0,15.0,9.0,3588,2019-05-08 23:20:16,2019-05-12 23:19:00,9.2,1.3957636566332219,tug/towing
368001250,GRAND ANN,,WDJ6890,31.0,17.0,7.0,3661,2019-05-08 23:20:37,2019-05-12 23:18:27,8.4,0.43102977328598746,tug/towing
368001440,BAYOU CITY,,WDJ6909,,,,2379,2019-05-08 23:20:49,2019-05-12 23:19:54,19.6,4.3854140395124,unknown
368003350,SEA ANGEL,IMO8958461,WDJ7104,30.0,24.0,7.0,3077,2019-05-08 23:22:57,2019-05-12 23:17:49,8.3,2.654566135846604,fishing
368007340,GREEN KNIGHT,,WDJ7504,90.0,29.0,7.0,2582,2019-05-08 23:20:07,2019-05-12 23:19:21,13.1,3.025058094500387,other
368009220,MISS THANH THUY,IMO8970055,WDJ7695,30.0,25.0,7.0,162,2019-05-08 23:33:45,2019-05-09 22:45:00,5.2,2.9111111111111114,fishing
368009570,HERMANATOR J,,WDJ7730,31.0,26.0,9.0,1653,2019-05-08 23:20:31,2019-05-12 23:18:14,7.5,0.38408953418027825,tug/towing
368018210,MISS JULIE,IMO0000000,WDJ8618,30.0,22.0,8.0,1050,2019-05-09 01:15:29,2019-05-12 23:18:16,10.5,3.3504761904761904,fishing
368019260,LAST TRADE,IMO0000000,WDJ8730,37.0,0.0,0.0,1264,2019-05-08 23:21:23,2019-05-12 23:18:46,0.1,0.0060917721518987345,sailing/pleasure
368019410,CHALLENGER,IMO0000000,WDJ8746,30.0,26.0,8.0,1452,2019-05-09 10:20:07,2019-05-12 23:05:37,10.5,1.4581955922865015,fishing
368026720,KOA,IMO0000000,WDJ9504,36.0,16.0,5.0,1432,2019-05-08 23:21:26,2019-05-12 23:18:06,0.3,0.015712290502793297,sailing/pleasure
368027210,FANNIN,,WDJ9556,57.0,205.0,16.0,33,2019-05-12 22:24:03,2019-05-12 23:19:42,5.7,2.515151515151515,code 57
368028000,CG CYPRESS,IMO9259941,NCPI,90.0,68.0,14.0,1564,2019-05-08 23:21:59,2019-05-12 23:19:28,0.2,0.04648337595907929,other
368028660,MISS ADVENTURE,IMO0000000,,37.0,16.0,5.0,763,2019-05-08 23:22:22,2019-05-12 23:16:27,0.5,0.023722149410222805,sailing/pleasure
368029450,(no name broadcast),,,,,,2370,2019-05-08 23:20:24,2019-05-12 23:19:00,13.4,2.66,unknown
368032120,(no name broadcast),,,,,,2001,2019-05-08 23:22:01,2019-05-12 23:18:52,10.5,1.1397301349325337,unknown
368033820,(no name broadcast),,,,,,2138,2019-05-08 23:21:12,2019-05-12 23:19:57,8.4,1.1573900841908324,unknown
368040580,CAPT JOHNNY,IMO0000000,WDK2963,30.0,27.0,8.0,945,2019-05-11 12:13:39,2019-05-12 20:21:13,8.5,3.4491005291005292,fishing
368044430,(no name broadcast),,,,,,3724,2019-05-08 23:21:15,2019-05-12 23:19:35,8.0,0.09965091299677767,unknown
368044460,COLLINGSWORTH,,WDK3357,57.0,202.0,17.0,718,2019-05-08 23:21:19,2019-05-09 20:39:49,8.5,3.474373259052925,code 57
368046620,LAUREL BETH,,WDK3577,57.0,10.0,4.0,338,2019-05-10 13:24:20,2019-05-10 21:31:32,7.6,0.6707100591715977,code 57
368046870,PHAT TAI,IMO0000000,WDK3604,30.0,25.0,8.0,2223,2019-05-08 23:20:01,2019-05-12 23:19:45,10.1,1.8369770580296896,fishing
368047580,MARK E. FLYNN,IMO101211510,WDK3678,57.0,120.0,30.0,2421,2019-05-08 23:22:45,2019-05-12 06:48:28,8.8,1.0946716232961586,code 57
368049190,LAURYAN II,IMO0000000,WDK3837,37.0,13.0,8.0,80,2019-05-11 22:00:59,2019-05-12 18:39:45,7.8,2.355,sailing/pleasure
368051610,GAMBLE,IMO0000000,WDK4078,36.0,12.0,3.0,145,2019-05-09 12:08:53,2019-05-10 13:51:46,9.3,2.604137931034483,sailing/pleasure
368053710,SILAS JAMES,,WDK4290,52.0,23.0,8.0,449,2019-05-12 10:51:51,2019-05-12 23:18:41,7.8,3.7456570155902003,tug/towing
368053750,SAM L.HAYS,,WDK4295,52.0,15.0,8.0,3431,2019-05-08 23:21:24,2019-05-12 17:19:44,9.8,2.542232585252113,tug/towing
368054310,CAPT. N,IMO0000000,WDK4352,30.0,24.0,8.0,440,2019-05-10 17:37:18,2019-05-12 23:18:59,6.3,1.095909090909091,fishing
368054920,THIRD WISH,IMO0000000,WDK4413,36.0,14.0,4.0,134,2019-05-09 17:50:38,2019-05-09 21:34:08,6.2,4.304477611940298,sailing/pleasure
368056310,(no name broadcast),,,,,,1697,2019-05-08 23:21:29,2019-05-12 23:16:05,6.4,0.2674130819092516,unknown
368060790,MUDD TUG 15,IMO0000000,WDK5012,99.0,8.0,5.0,1787,2019-05-08 23:21:47,2019-05-12 23:18:01,7.1,0.4961387800783436,other
368060940,STRESS RELIEF,IMO0000000,WDK5025,37.0,22.0,6.0,1733,2019-05-08 23:20:47,2019-05-12 23:17:46,0.1,0.0009232544720138489,sailing/pleasure
368061380,FIRST LIGHT,IMO0000000,WDK5070,36.0,16.0,5.0,22,2019-05-08 23:20:23,2019-05-09 00:38:20,0.1,0.022727272727272728,sailing/pleasure
368063940,(no name broadcast),,,,,,3688,2019-05-08 23:21:20,2019-05-12 23:18:29,9.1,0.7613882863340564,unknown
368064130,(no name broadcast),,,,,,3637,2019-05-08 23:20:00,2019-05-12 23:19:35,7.7,1.8870772614792413,unknown
368065260,PRINCESS ARIEL,IMO0000000,WDK5485,30.0,0.0,0.0,1265,2019-05-08 23:20:25,2019-05-11 16:56:27,0.1,0.00015810276679841898,fishing
368065590,M/V VICTORIA,,WDK5516,90.0,16.0,6.0,392,2019-05-11 19:14:05,2019-05-12 06:22:45,7.7,5.73469387755102,other
368067070,ADVENTURE,IMO0000000,WDK5663,37.0,16.0,6.0,1221,2019-05-08 23:23:13,2019-05-12 23:17:11,0.4,0.017936117936117938,sailing/pleasure
368069320,BLUE GOOSE,IMO0000000,,36.0,10.0,3.0,999,2019-05-08 23:24:28,2019-05-12 23:18:30,0.2,0.0018018018018018018,sailing/pleasure
368071410,(no name broadcast),,,,,,3576,2019-05-08 23:21:00,2019-05-12 23:19:53,9.5,1.9397371364653244,unknown
368072050,(no name broadcast),,,,,,1967,2019-05-08 23:21:32,2019-05-12 23:17:50,8.2,0.40274529740721915,unknown
368072120,SONGLINE,IMO0000000,WDK6190,36.0,13.0,4.0,42,2019-05-11 19:38:12,2019-05-11 23:02:12,0.0,0.0,sailing/pleasure
368074580,KELLY II,IMO0000000,,37.0,0.0,0.0,1189,2019-05-08 23:22:39,2019-05-12 23:19:38,0.2,0.012026913372582002,sailing/pleasure
368075180,RICHARD O,IMO0000001,WDK6504,31.0,22.0,9.0,3618,2019-05-08 23:21:18,2019-05-12 23:18:08,7.6,0.5326423438363737,tug/towing
368075390,(no name broadcast),,,,,,1604,2019-05-09 08:03:41,2019-05-12 23:18:15,21.1,4.409476309226933,unknown
368077970,(no name broadcast),,,,,,3681,2019-05-08 23:20:17,2019-05-12 23:18:27,7.8,0.23920130399348002,unknown
368078670,(no name broadcast),,,,,,2451,2019-05-09 16:14:27,2019-05-12 23:18:46,11.2,2.3323541411668707,unknown
368080480,CHANGE OF PLANS,IMO0000000,WDK7026,36.0,15.0,5.0,1336,2019-05-08 23:21:41,2019-05-12 23:15:43,0.1,0.0033682634730538923,sailing/pleasure
368080920,MUDD TUG 7,IMO0000000,WDK7071,52.0,10.0,4.0,1220,2019-05-08 23:25:45,2019-05-12 23:18:50,3.6,0.014672131147540983,tug/towing
